0.137917,0.448404,0.413679,1.000000
0.351380,0.208887,0.439733,1.000000
0.354474,0.353993,0.291532,0.000000
0.221035,0.303612,0.475353,1.000000
0.212774,0.616483,0.170742,0.000000
0.619048,0.152433,0.228519,0.000000
0.305257,0.339133,0.355610,1.000000
0.106307,0.130916,0.762777,1.000000
0.369208,0.468757,0.162035,0.000000
0.276880,0.253788,0.469332,1.000000
0.342199,0.229957,0.427844,1.000000
0.077691,0.128621,0.793688,1.000000
0.256838,0.356492,0.386670,1.000000
0.508949,0.088148,0.402903,1.000000
0.490120,0.359070,0.150810,0.000000
0.237224,0.356909,0.405867,1.000000
0.139016,0.477637,0.383347,1.000000
0.442557,0.477967,0.079476,0.000000
0.117773,0.019195,0.863032,1.000000
0.373213,0.285262,0.341525,1.000000
0.196767,0.431234,0.372000,1.000000
0.108184,0.752789,0.139027,0.000000
0.305482,0.259720,0.434798,1.000000
0.391336,0.488049,0.120614,0.000000
0.360641,0.391491,0.247868,0.000000
0.485421,0.125590,0.388990,1.000000
0.139722,0.443094,0.417185,1.000000
0.303551,0.447016,0.249433,0.000000
0.445748,0.461652,0.092600,0.000000
0.475580,0.347602,0.176819,0.000000
0.201774,0.197648,0.600578,1.000000
0.452109,0.126842,0.421049,1.000000
0.015004,0.611920,0.373076,1.000000
0.501381,0.236481,0.262138,0.000000
0.049376,0.469327,0.481296,1.000000
0.009675,0.479061,0.511265,1.000000
0.467972,0.505758,0.026270,0.000000
0.308074,0.463232,0.228694,0.000000
0.310835,0.416413,0.272752,0.000000
0.044922,0.904605,0.050472,0.000000
0.000285,0.376187,0.623528,1.000000
0.257257,0.249249,0.493494,1.000000
0.037382,0.442121,0.520497,1.000000
0.182115,0.558560,0.259325,0.000000
0.255292,0.348855,0.395853,1.000000
0.426930,0.076840,0.496230,1.000000
0.079076,0.644758,0.276166,0.000000
0.305306,0.569824,0.124869,0.000000
0.026471,0.391646,0.581883,1.000000
0.471993,0.469109,0.058897,0.000000
0.504315,0.165708,0.329977,0.000000
0.689508,0.162036,0.148457,0.000000
0.464101,0.294160,0.241739,0.000000
0.097255,0.646961,0.255784,0.000000
0.294863,0.279473,0.425664,1.000000
0.057401,0.777947,0.164652,0.000000
0.274812,0.303630,0.421558,1.000000
0.140688,0.423192,0.436119,1.000000
0.061643,0.640634,0.297723,0.000000
0.390173,0.477056,0.132771,0.000000
0.408980,0.357893,0.233127,0.000000
0.338830,0.402643,0.258527,0.000000
0.525671,0.015602,0.458727,1.000000
0.293284,0.099177,0.607538,1.000000
0.300633,0.411299,0.288068,0.000000
0.765682,0.201269,0.033049,0.000000
0.522318,0.019695,0.457987,1.000000
0.101493,0.811427,0.087080,0.000000
0.361246,0.233343,0.405411,1.000000
0.493119,0.244081,0.262801,0.000000
0.128228,0.420543,0.451229,1.000000
0.879061,0.113624,0.007315,0.000000
0.226742,0.677236,0.096022,0.000000
0.274553,0.350132,0.375315,1.000000
0.541205,0.148434,0.310361,0.000000
0.078262,0.306245,0.615493,1.000000
0.170190,0.383230,0.446580,1.000000
0.435834,0.452797,0.111369,0.000000
0.190212,0.394883,0.414905,1.000000
0.567152,0.006293,0.426554,1.000000
0.402785,0.398736,0.198479,0.000000
0.042697,0.604449,0.352854,1.000000
0.329032,0.105993,0.564975,1.000000
0.352386,0.316431,0.331183,0.000000
0.167123,0.765333,0.067544,0.000000
