0.318643,0.278200,0.403157,1.000000
0.308873,0.255074,0.436053,1.000000
0.319920,0.251539,0.428541,1.000000
0.262654,0.460225,0.277121,0.000000
0.275268,0.305704,0.419027,1.000000
0.090606,0.119818,0.789576,1.000000
0.140653,0.455608,0.403739,1.000000
0.393061,0.554060,0.052879,0.000000
0.278869,0.065158,0.655972,1.000000
0.743185,0.159607,0.097208,0.000000
0.272219,0.416276,0.311506,0.000000
0.346471,0.160838,0.492692,1.000000
0.378652,0.227651,0.393697,1.000000
0.178187,0.335403,0.486410,1.000000
0.479318,0.311259,0.209423,0.000000
0.345125,0.428549,0.226326,0.000000
0.028442,0.846186,0.125371,0.000000
0.395391,0.237572,0.367037,1.000000
0.490292,0.282176,0.227531,0.000000
0.142747,0.608091,0.249162,0.000000
0.431887,0.016645,0.551468,1.000000
0.257443,0.463511,0.279046,0.000000
0.267855,0.486282,0.245863,0.000000
0.390815,0.569816,0.039369,0.000000
0.152776,0.450444,0.396779,1.000000
0.207636,0.452325,0.340039,1.000000
0.541449,0.127121,0.331430,0.000000
0.279615,0.337120,0.383265,1.000000
0.374059,0.176406,0.449535,1.000000
0.259696,0.326314,0.413990,1.000000
0.146648,0.411870,0.441482,1.000000
0.174848,0.125074,0.700078,1.000000
0.487761,0.109686,0.402554,1.000000
0.217884,0.412489,0.369627,1.000000
0.517198,0.060653,0.422149,1.000000
0.350529,0.231076,0.418394,1.000000
0.361054,0.268548,0.370398,1.000000
0.286244,0.464498,0.249258,0.000000
0.443613,0.393829,0.162558,0.000000
0.291180,0.118179,0.590641,1.000000
0.399554,0.291124,0.309323,0.000000
0.563870,0.256342,0.179787,0.000000
0.103953,0.475951,0.420096,1.000000
0.115712,0.311149,0.573139,1.000000
0.302464,0.251025,0.446511,1.000000
0.708795,0.058763,0.232442,0.000000
0.246189,0.666959,0.086852,0.000000
0.088995,0.569428,0.341577,1.000000
0.340949,0.560109,0.098942,0.000000
0.181170,0.593030,0.225800,0.000000
0.381048,0.416956,0.201996,0.000000
0.354002,0.289746,0.356252,1.000000
0.150853,0.711748,0.137399,0.000000
0.368175,0.229684,0.402140,1.000000
0.127815,0.056404,0.815781,1.000000
0.319909,0.295204,0.384888,1.000000
0.133062,0.538775,0.328163,0.000000
0.654801,0.099576,0.245623,0.000000
0.461460,0.356083,0.182457,0.000000
0.475001,0.439728,0.085271,0.000000
0.369689,0.380462,0.249848,0.000000
0.239537,0.458601,0.301862,0.000000
0.021462,0.453372,0.525166,1.000000
