0.333117,0.442234,0.224649,0.000000
0.101055,0.153758,0.745187,1.000000
0.367259,0.362218,0.270523,0.000000
0.121204,0.736521,0.142274,0.000000
0.421925,0.415277,0.162799,0.000000
0.115928,0.480998,0.403074,1.000000
0.627451,0.152996,0.219552,0.000000
0.381946,0.397370,0.220684,0.000000
0.390038,0.499459,0.110503,0.000000
0.640268,0.031622,0.328110,0.000000
0.419332,0.293241,0.287427,0.000000
0.360637,0.211664,0.427699,1.000000
0.118144,0.872719,0.009137,0.000000
0.460054,0.293020,0.246926,0.000000
0.065735,0.345206,0.589059,1.000000
0.198518,0.429941,0.371541,1.000000
0.629408,0.350037,0.020555,0.000000
0.478136,0.130884,0.390980,1.000000
0.294715,0.278202,0.427083,1.000000
0.242808,0.044651,0.712541,1.000000
0.118266,0.455692,0.426042,1.000000
0.189225,0.590778,0.219997,0.000000
0.346868,0.510792,0.142340,0.000000
0.405942,0.190242,0.403815,1.000000
0.011882,0.927067,0.061051,0.000000
0.325385,0.414426,0.260189,0.000000
0.467466,0.230673,0.301861,0.000000
0.443873,0.167247,0.388880,1.000000
0.661178,0.151357,0.187465,0.000000
0.363988,0.453476,0.182536,0.000000
0.107194,0.044460,0.848346,1.000000
0.204884,0.523267,0.271849,0.000000
0.235117,0.196723,0.568160,1.000000
0.553317,0.043052,0.403631,1.000000
0.199468,0.304817,0.495715,1.000000
0.001827,0.592799,0.405373,1.000000
0.518558,0.397772,0.083670,0.000000
0.428423,0.134786,0.436791,1.000000
0.220885,0.343261,0.435854,1.000000
0.124228,0.106721,0.769051,1.000000
0.320153,0.629553,0.050294,0.000000
0.297967,0.462162,0.239871,0.000000
0.407797,0.267385,0.324818,0.000000
0.302511,0.211559,0.485930,1.000000
0.404300,0.202275,0.393425,1.000000
0.410489,0.531358,0.058153,0.000000
0.103534,0.325199,0.571268,1.000000
0.417866,0.347801,0.234333,0.000000
0.495275,0.061486,0.443238,1.000000
0.652921,0.080243,0.266836,0.000000
0.441243,0.198135,0.360621,1.000000
0.427239,0.364239,0.208522,0.000000
0.313922,0.357223,0.328855,0.000000
0.339480,0.285089,0.375431,1.000000
0.091632,0.126600,0.781768,1.000000
0.657561,0.061621,0.280817,0.000000
0.455026,0.319578,0.225396,0.000000
0.044370,0.896264,0.059366,0.000000
0.538921,0.036123,0.424956,1.000000
0.463393,0.329907,0.206700,0.000000
0.702448,0.004176,0.293376,0.000000
0.241500,0.344749,0.413751,1.000000
0.042627,0.617119,0.340254,1.000000
0.436613,0.448554,0.114834,0.000000
0.435347,0.142355,0.422299,1.000000
0.335756,0.474759,0.189485,0.000000
0.465816,0.322846,0.211338,0.000000
0.421223,0.317027,0.261750,0.000000
0.340641,0.295411,0.363948,1.000000
0.163896,0.540933,0.295171,0.000000
0.484258,0.139697,0.376046,1.000000
0.473835,0.324276,0.201889,0.000000
0.014779,0.567591,0.417630,1.000000
0.529382,0.372657,0.097962,0.000000
0.035730,0.069623,0.894647,1.000000
0.190515,0.361193,0.448292,1.000000
0.260539,0.210451,0.529011,1.000000
0.192127,0.196575,0.611297,1.000000
0.245476,0.188742,0.565782,1.000000
0.275433,0.679239,0.045327,0.000000
0.307581,0.555756,0.136663,0.000000
0.271689,0.724218,0.004093,0.000000
0.313592,0.383123,0.303285,0.000000
0.361663,0.378970,0.259367,0.000000
0.613158,0.351580,0.035261,0.000000
0.441803,0.142946,0.415251,1.000000
0.448746,0.245413,0.305841,0.000000
0.297021,0.367257,0.335722,1.000000
0.337552,0.155675,0.506773,1.000000
0.392359,0.305103,0.302538,0.000000
0.101625,0.177446,0.720928,1.000000
0.195817,0.383757,0.420426,1.000000
0.363256,0.147422,0.489323,1.000000
0.360214,0.073825,0.565961,1.000000
0.241397,0.407765,0.350838,1.000000
0.286271,0.265251,0.448478,1.000000
0.351538,0.369991,0.278472,0.000000
0.293707,0.332583,0.373710,1.000000
0.085564,0.764914,0.149522,0.000000
0.422261,0.454309,0.123430,0.000000
0.298662,0.254779,0.446559,1.000000
0.433483,0.207204,0.359313,1.000000
0.838146,0.072218,0.089636,0.000000
0.252576,0.412992,0.334432,1.000000
0.682259,0.095906,0.221834,0.000000
0.473342,0.524401,0.002257,0.000000
